customer_id,cltv_raw,cltv_scaled
1,2319.1648388447707,0.0012746287722829475
2,2051.1027518016417,0.0002040858824705529
3,2386.878335929106,0.001545051955387929
4,2257.894423247491,0.0010299369231033771
5,2000.0,0.0
6,2480.497881309405,0.0019189345128203146
7,2308.9117615922823,0.0012336816951620325
8,2328.851444221563,0.0013133135658952386
9,2000.0,0.0
10,4928.7038320880565,0.011696182397116594
11,2000.0,0.0
12,2441.411991078882,0.0017628396232377292
13,19561.337674701623,0.07013362236570797
14,2215.0920960645317,0.0008589999303395754
15,43731.93918363686,0.1666622507640841
16,2358.209290616664,0.001430558171669807
17,2054.731359061865,0.00021857722567093958
18,2000.0,0.0
19,2143.6678296126674,0.0005737572783348303
20,2000.0,0.0
21,2362.104937594066,0.0014461159747850456
22,2205.3315192976515,0.0008200197217859868
23,2306.470192068299,0.0012239309507627982
24,2000.0,0.0
25,2476.5584195159227,0.0019032017291983564
26,2414.496897057758,0.0016553504857368707
27,2322.706797659009,0.0012887740729721174
28,2000.0,0.0
29,2073.3768029816274,0.00029304037574141503
30,2000.0,0.0
31,2000.0,0.0
32,58269.63762320555,0.22472055311630373
33,2246.439162593964,0.000984188760881511
34,2295.8097247262535,0.001181356905171382
35,2474.007785947368,0.001893015422505558
36,2000.0,0.0
37,13053.177396721005,0.04414238731936355
38,2000.0,0.0
39,2075.6446490206463,0.00030209733146029615
40,2000.0,0.0
41,2000.0,0.0
42,2080.563940980747,0.0003217432018960877
43,2000.0,0.0
44,2235.851195746008,0.0009419042560055019
45,2049.7215350978645,0.0001985698032001531
46,2366.14255684627,0.001462240763746795
47,2260.212081601799,0.0010391928111686665
48,2000.0,0.0
49,15770.701277077165,0.05499519347371765
50,41700.282120160104,0.15854854827137677
51,2365.807841116161,0.001460904030346974
52,2343.8114859974417,0.001373058554569772
53,2009.9827032241392,3.9867301174858344e-05
54,2000.0,0.0
55,2245.9964031799805,0.0009824205401391967
56,2000.0,0.0
57,2000.0,0.0
58,2000.0,0.0
59,2329.539502001711,0.0013160614194706634
60,2231.8806852736257,0.0009260474752051228
61,5756.503659072729,0.015002115096296802
62,2324.5832248175743,0.00129626784344526
63,2067.132620430672,0.00026810337213022985
64,2154.992956762315,0.0006189857344735209
65,2000.0,0.0
66,4080.4480604271275,0.008308556063565635
67,2000.0,0.0
68,2234.722369432377,0.0009373961325434294
69,2076.876964914506,0.00030701875482428906
70,2152.188885184951,0.0006077872881628758
71,2311.9990859328204,0.0012460113504212476
72,2207.7746560004725,0.0008297767249299034
73,2142.8635205263963,0.0005705451591462608
74,2147.3657285963304,0.0005885253475827867
75,2000.0,0.0
76,11690.585314253518,0.03870068804107084
77,2000.0,0.0
78,2049.37391138589,0.0001971815199957299
79,2000.0,0.0
80,2026.822914979709,0.00010712100779454795
81,2382.722458614533,0.0015284548865553901
82,2000.0,0.0
83,2000.0,0.0
84,2000.0,0.0
85,2000.0,0.0
86,2229.533211781516,0.0009166725162778038
87,2145.6257218730225,0.0005815763909197604
88,2327.1185672851307,0.001306393083018751
89,2231.45083226191,0.0009243307979590696
90,2025.1094891520563,0.00010027820560178785
91,2351.2163077328278,0.0014026307307271196
92,2000.0,0.0
93,2000.0,0.0
94,2000.0,0.0
95,2277.88748047716,0.0011097819526594988
96,2069.5017842011102,0.0002775649541734825
97,2000.0,0.0
98,19360.519289348016,0.06933162646634262
99,2100.8358200826906,0.00040270174502729343
100,2000.0,0.0
101,2257.0563000621887,0.0010265897626499567
102,2056.9250204592245,0.0002273379147989807
103,2004.816980877186,1.9237277025319424e-05
104,2000.0,0.0
105,2204.226074495111,0.0008156049756109715
106,36758.9300088704,0.13881457758140914
107,2000.0,0.0
108,2000.0,0.0
109,20487.915110106194,0.07383403705797056
110,2000.0,0.0
111,2469.5181316396115,0.001875085369248488
112,2426.8645525660854,0.0017047424225606657
113,2259.7657070485993,0.0010374101528696413
114,2000.0,0.0
115,2475.341101878179,0.001898340203437274
116,2323.000723172636,0.0012899479050205737
117,2273.512151327196,0.0010923084726767469
118,2059.489201715031,0.00023757832604800674
119,2000.0,0.0
120,3450.2021452037848,0.005791582138539451
121,2422.081917235073,0.0016856423092076085
122,2064.621031866889,0.0002580729970453003
123,2000.0,0.0
124,2000.0,0.0
125,2163.3756551535166,0.0006524631958300733
126,2000.0,0.0
127,2385.2914272739004,0.0015387144169603517
128,2306.815623868168,0.0012253104802641308
129,2275.5703647607493,0.0011005282316934421
130,2045.6744318200829,0.00018240713847513836
131,2201.8470725619545,0.0008061041035089776
132,2167.278375130188,0.000668049245942718
133,2219.877281243856,0.0008781102268632952
134,2000.0,0.0
135,7472.259968752291,0.021854224390225725
136,2000.0,0.0
137,2095.192655395615,0.0003801649890897898
138,2000.0,0.0
139,2000.0,0.0
140,2000.0,0.0
141,2170.11565774217,0.0006793803250973642
142,2000.0,0.0
143,2440.096094701438,0.001757584409693206
144,2164.848911760316,0.0006583468491384355
145,2000.0,0.0
146,2172.7323931851333,0.0006898306187359936
147,2000.0,0.0
148,2466.847370593156,0.0018644193169163256
149,2085.8427495543206,0.0003428248514775554
150,2326.1881818002294,0.0013026774603559846
151,2000.0,0.0
152,2089.3266646705283,0.0003567383466588636
153,2092.5655954836166,0.00036967346326111615
154,2450.261163979986,0.0017981800148406408
155,2157.38244190086,0.0006285284727010673
156,2078.791520845563,0.00031466479780541123
157,3728.9372032233964,0.006904749008930677
158,2000.0,0.0
159,2116.5379219772303,0.0004654102530588858
160,2051.1291682440374,0.00020419138017406177
161,2000.0,0.0
162,2361.0335393554865,0.0014418371982556216
163,2416.9286174718136,0.0016650618963581724
164,2000.0,0.0
165,2143.2289148312393,0.0005720044116625054
166,2000.0,0.0
167,51160.91941873404,0.19633090721963323
168,5353.759307635645,0.013393700021270901
169,2000.0,0.0
170,2227.538107753521,0.0009087047933701541
171,6113.306480122988,0.016427056337908877
172,2314.9179935341253,0.0012576684102205832
173,2000.0,0.0
174,2432.809476110086,0.0017284842940827085
175,2000.0,0.0
176,2000.0,0.0
177,2143.8819755131867,0.0005746124995028509
178,2000.0,0.0
179,36474.09819120191,0.1376770624610845
180,2363.8317945059307,0.0014530124158637237
181,67474.43154123769,0.2614811662631835
182,2346.6011776514415,0.0013841995726745736
183,5728.509835075869,0.0148903179019637
184,2462.319516055796,0.0018463367057774543
185,2000.0,0.0
186,2112.0457033853713,0.00044746995897983546
187,2000.0,0.0
188,2448.834856039171,0.0017924838575005056
189,2000.0,0.0
190,2000.0,0.0
191,17296.801235303737,0.061089883989051845
192,2493.9004512446695,0.0019724595230434204
193,5938.140107082416,0.01572750528516101
194,2298.886415565559,0.0011936440940778816
195,2412.63399270282,0.0016479107204437696
196,2414.7573117582906,0.0016563904877346658
197,2115.0866883091594,0.00045961455139160827
198,2000.0,0.0
199,2317.6099456887905,0.0012684190921640106
200,2229.329010534209,0.00091585701045299
201,2000.0,0.0
